category,headline,authors,link,short_description,date
CRIME,Mom Says She Pulled Gun On Teens Threatening Her Son,Simon McCormack,https://www.huffingtonpost.com/entry/missouri-mom-pulls-gun-on-teens_us_55e753b9e4b0aec9f355b89b,Police are still trying to piece together exactly what happened.,2015-09-03
CRIME,"After Joyful Adoption Photo Goes Viral, Cops Say The Dog Has To Go",Hilary Hanson,https://www.huffingtonpost.com/entry/diggy-dog-photo-pit-bull-ban_us_575c4a74e4b0e39a28adc95e,"Officials say he looks like a pit bull, which are banned in the township.",2016-06-11
CRIME,"'This Isn’t Pakistan, Bitch': Video Captures Driver’s Racist Rant",Rowaida Abdelaziz,https://www.huffingtonpost.com/entry/this-isnt-pakistan-video-racist_us_5b02db07e4b07309e05ac472,A case of road rage in Texas quickly escalated into a hateful and xenophobic diatribe.,2018-05-21
CRIME,"Video Shows Police Pepper Spraying 84-Year-Old Woman, Tasering Son",Nina Golgowski,https://www.huffingtonpost.com/entry/cops-pepper-spray-elderly-woman_us_57c3268de4b085c1ff29d428,"Officers pursued the woman's son after he ran a stop sign, police said.",2016-08-28
CRIME,Judge Blocks Attempt To Halt Deposition Of Bill Cosby's Wife,,https://www.huffingtonpost.com/entry/camille-cosby-deposition_us_56cabc9ce4b0ec6725e3145d,The defamation case was brought by seven women against the disgraced entertainer.,2016-02-22
CRIME,Man Stumbles Across Portable Toilet Filled With Pot,Lee Moran,https://www.huffingtonpost.com/entry/marijuana-porta-potty_us_57ad9b7de4b069e7e504b0af,"“Got marijuana?"" local police wrote on Facebook. ""We do!""",2016-08-12
CRIME,Abdul Malik Abdul Kareem Guilty Of Conspiring To Support ISIS In Texas Attack,,https://www.huffingtonpost.com/entry/arizona-isis-texas-attack_us_56eb5267e4b03a640a6a1eb1,It is the first ISIS-related prosecution to reach trial in the U.S.,2016-03-18
CRIME,Criminal Justice System Disenfranchises Former Convicts Looking For Work,,https://www.huffingtonpost.com/entry/out-of-trouble-but-crimin_n_6778858.html,,2015-03-01
CRIME,Huckleberry Finn Charged With Sexual Assault,,https://www.huffingtonpost.com/entry/huckleberry-finn-charged-with-sexual-assault_us_55ba37fde4b095423d0dfa29,"He's being held on a $25,000 bail.",2015-07-30
CRIME,Woman Says Kids Tried To Carjack Her With Highway Dummy,Nina Golgowski,https://www.huffingtonpost.com/entry/kids-carjacking-highway-dummy_us_588a5152e4b0737fd5cc515b,The kids claimed they were just trying to prank an unsuspecting motorist.,2017-01-26
CRIME,"Phoenix Woman Killed Herself In Back Of Police Van, Authorities Say",Michael McLaughlin,https://www.huffingtonpost.com/entry/phoenix-woman-suicide-police-van_us_58009c43e4b06e047594281c,"The 39-year-old woman, who was under arrest for domestic violence, managed to escape her handcuffs.",2016-10-14
CRIME,"Doctor Says Lover Gave Him Poisoned, 'Sweet' Coffee",,https://www.huffingtonpost.com/entry/doctor-poison-coffee_n_5854064.html,,2014-09-20
CRIME,Death Penalty Sought For Man Accused Of Killing 6 In Fire,,https://www.huffingtonpost.com/entry/death-penalty-sought-for-_n_7020078.html,,2015-04-07
CRIME,10 People Dead In 'Human Trafficking' Case In Texas Parking Lot,Dominique Mosbergen and Willa Frej,https://www.huffingtonpost.com/entry/walmart-san-antonio-human-trafficking-truck_us_59749834e4b00e4363e00bc8,"Dozens of others found suffering from heat-related ailments in what San Antonio Police Chief William McManus calls a ""horrific tragedy.""",2017-07-23
CRIME,Robert Saylor's Death Ruled A Homicide: Man With Down Syndrome Died In Police Custody,Simon McCormack,https://www.huffingtonpost.com/entry/robert-saylors-death-homicide-mentally-ill_us_5ba2aec2e4b0c2784da43c92,Frederick County State's Attorney Charlie Smith said his office is reviewing the incident and has not decided whether to,2013-02-18
CRIME,"Jeffrey Harris Steals Son's Identity, Spends Thousands Of Dollars: Police",,https://www.huffingtonpost.com/entry/jeffrey-harris-steals-own-sons-identity_us_5ba2c527e4b0c2784da60031,"Since the beginning of the United States' economic decline in 2008, incidents of parents stealing children's identities is",2013-12-29
CRIME,Arnold Darby Is Legendary Inmate Cobbler Whose Boots Were Popular With Cops,"Reuters, Reuters",https://www.huffingtonpost.com/entry/arnold-darby-inmate-cobbler_us_5ba2c43fe4b0c2784da5ea59,"The 23rd time was the charm and Darby was paroled - with the fund was mostly depleted, he said. The Texas parole board said",2013-12-22
CRIME,Dishonor Roll: 10 Most Notorious Teacher Sex Scandals Of 2013,Andres Jauregui,https://www.huffingtonpost.com/entry/teacher-sex-scandals-2013_us_5ba2b34ae4b0c2784da4a13d,"Student-teacher sex scandals were widely reported in 2013. In some cases, convictions brought closure to victims after years",2013-12-26
CRIME,Veteran NFL Star Turns Self In To Face Strip Club Assault Charge,Ron Dicker,https://www.huffingtonpost.com/entry/john-abraham-strip-club_n_7715404.html,,2015-07-03
CRIME,5 Craziest Crimes Of The Week,,https://www.huffingtonpost.comhttp://www.newser.com/story/171546/5-craziest-crimes-of-the-week.html,"Newser puts together a compilation of the 5 craziest crimes from the past week. Surprisingly, only 1 of the crimes was committed",2013-07-28
CRIME,Suspected Kalamazoo Mass Shooter Faces 6 Counts Of Murder,Kim Bellware and Michael McLaughlin,https://www.huffingtonpost.com/entry/jason-dalton-uber-arraigned_us_56cb5791e4b041136f17b7e5,"Jason Dalton, an Uber driver, allegedly picked up passengers in between the shooting rampage.",2016-02-22
CRIME,Girl Reveals Disturbing Details in Colorado Triple Killing,Simon McCormack,https://www.huffingtonpost.com/entry/colorado-triple-killing_n_5268748.html,,2014-05-05
CRIME,Woman Says Cops 'Murdered' Brother In Tussle After Breaking Into Home Without Warrant,Christopher Mathias,https://www.huffingtonpost.com/entry/john-livingston-killed-by-cops-north-carolina_us_564a30e2e4b06037734a3fe4,North Carolina sheriff's deputies reportedly broke down John Livingston's door.,2015-11-17
CRIME,Darren Wilson Being Guarded By Off-Duty Cops,Simon McCormack,https://www.huffingtonpost.com/entry/darren-wilson-guarded-off-duty-cops_n_6261894.html,,2014-12-03
CRIME,Somebody Donated A Cooler Filled With Weed To Goodwill,Lee Moran,https://www.huffingtonpost.com/entry/goodwill-marijuana-cooler-washington_us_58ca68cae4b0be71dcf1a1b0,"Either it was an accident, or someone was feeling VERY generous.",2017-03-16
CRIME,A Serial Killer Dubbed The 'Angel of Death' Dies After Prison Beating,Nina Golgowski,https://www.huffingtonpost.com/entry/serial-killer-beaten-to-death_us_58dd1fb9e4b08194e3b7c74a,The former nurse's aid was serving multiple life sentences after admitting to killing three dozen people.,2017-03-30
CRIME,"1 Dead, Several Injured In Shooting, Stabbing At Motorcycle Expo",Andy Campbell,https://www.huffingtonpost.com/entry/several-people-reported-shot-at-denver-coliseum_us_56ad25aee4b077d4fe8e5b2f,Seven people were reportedly taken to area hospitals.,2016-01-30
CRIME,Deadly Stabbing Attack At Maryland Prayer Center,Jade Walker,https://www.huffingtonpost.com/entry/maryland-prayer-center-attack_us_55b5d689e4b0074ba5a4f2e5,A man was stabbed to death and his wife was seriously wounded on Sunday night during an attack at a Korean prayer center,2015-07-27
CRIME,"Mass Shooting At New York Halloween Party Leaves 2 Dead, 5 Injured",Nina Golgowski,https://www.huffingtonpost.com/entry/deadly-shooting-halloween-party_us_5815f178e4b0990edc31bd43,The search for a gunman remains underway.,2016-10-30
CRIME,Should the Police Be Armed?,"Robert Koehler, ContributorSyndicated writer",https://www.huffingtonpost.com/entry/should-the-police-be-arme_b_7083444.html,"The cellphone video ""reality footage"" just doesn't stop. Black men are shot, killed, handcuffed. The shortcomings of their prematurely terminated lives soon become public knowledge, vaguely justifying the shocking wrongness of the officer's action -- always poisoning the grief.",2015-04-17
CRIME,Southern States Brace After U.S. Floods Kill At Least 31 People,,https://www.huffingtonpost.com/entry/southern-states-brace-for-flooding-as-midwest-rivers-recede_us_56869f8ce4b06fa688826fbc,"""All that water's coming south and we have to be ready for it,"" Louisiana Lieutenant Governor-Elect Billy Nungesser told CNN.",2016-01-01
CRIME,Police Thwart Plot To Steal Enzo Ferrari’s Remains From His Tomb,"Isla Binnie, Reuters",https://www.huffingtonpost.com/entry/enzo-ferrari-remains-plot-steal_us_58dba3cde4b054637063a5e3,Members of a criminal gang allegedly wanted to hold his body for ransom.,2017-03-29
CRIME,Cops Find $10 Million Worth Of Cocaine Inside Blinged-Out Horse's Head,Lee Moran,https://www.huffingtonpost.com/entry/cocaine-diamante-horse-sculpture_us_5777905ce4b09b4c43c0aaa8,A U.S. national is among three men arrested over the plot in New Zealand.,2016-07-02
CRIME,1 Of 3 Orange County Fugitives Captured As Manhunt Continues,,https://www.huffingtonpost.com/entry/bac-duong-orange-county-prison_us_56abc838e4b00b033aaf144e,"SANTA ANA, Calif. (AP) — Police captured one of three fugitive inmates on Friday after they escaped a week ago from a California",2016-01-29
CRIME,"Interrogators Speak Out: Torture is Illegal, Immoral and Ineffective","Mark Fallon, Contributor
International security consultant and retired Homeland Securit...",https://www.huffingtonpost.com/entry/interrogators-speak-out-on-torture_us_5ba2c490e4b0c2784da5f509,"Every interrogation starts with analysis.  That is, getting to know the detainee, researching their background, exploring their relationships with others, reviewing any available information and figuring out what makes them tick.",2012-04-28
CRIME,"In the Wake of Garner, A Plea for Hope","Jessica S. Henry, ContributorAssociate Professor of Justice Studies",https://www.huffingtonpost.com/entry/in-the-wake-of-garner-a-p_b_6281268.html,"We can talk all we want about provocation and perception. About chokeholds and grand juries. About the militarization of the police. But I want to talk about hopelessness. The criminal justice system is broken, and broken in a way that has harmed communities of color much more than other communities.",2014-12-07
CRIME,Idaho Police Department Thanks 'Heroic' Nurse For Standing Up To Utah Cop,Ed Mazza,https://www.huffingtonpost.com/entry/utah-nurse-alex-wubbels-thanked-hero_us_59acf0bde4b0b5e530ff7db5,“Protecting the rights of others is truly a heroic act.”,2017-09-04
CRIME,Synthetic Pot Use Poses A Big Problem For Bureau Of Prisons,"Christopher Zoukis, ContributorAuthor and Prisoners' Rights Advocate",https://www.huffingtonpost.com/entry/synthetic-pot-use-poses-big-problem-for-bureau-of-prisons_us_590a3063e4b084f59b49ff2c,Federal prisons are not the only penal institutions fighting synthetic marijuana.,2017-05-03
CRIME,USC Football Osa Masina Charged With Rape In Utah,"Alex Dobuzinskis, Reuters",https://www.huffingtonpost.com/entry/usc-football-osa-masina-rape_us_57db46a7e4b08cb14094d4b1,Masina could face a life sentence if convicted for the assault.,2016-09-16
CRIME,Police Investigate Reports Of Las Vegas Gunman Booking Hotels Near Other Concerts,Jenna Amatulli,https://www.huffingtonpost.com/entry/police-investigate-reports-of-vegas-gunman-booking-hotels-during-other-concerts_us_59d634aae4b0cde458734acc,Stephen Paddock's motive for the Route 91 Harvest Festival massacre is still unknown.,2017-10-05
CRIME,"Reginald Owen Sear Killed Bunnies In His Hands, Faces 2 Years In Florida Prison",Andy Campbell,https://www.huffingtonpost.com/entry/reginald-owen-sear-killed_us_5ba2bc4fe4b0c2784da5422d,"His two children didn't see the incident, but Sear was charged with child abuse because his kids saw him return from the",2012-03-31
CRIME,Prosecution Scores Two Big Wins In Freddie Gray Case,,https://www.huffingtonpost.com/entry/prosecution-scores-two-big-wins-in-freddie-gray-case_us_55e72214e4b0aec9f3556c2f,"The judge called the defense's argument ""condescending.""",2015-09-02
CRIME,"KGO-TV News Crew Robbed At Gunpoint In Oakland, California",,https://www.huffingtonpost.com/entry/kgo-tv-news-crew-robbed_us_5ba2c2afe4b0c2784da5d336,A California news crew was robbed at gunpoint Friday while shooting a segment during broad daylight in West Oakland. The,2013-08-04
CRIME,Warrant Issued In Case Of Mutilated Exotic Dancer,Michael McLaughlin,https://www.huffingtonpost.com/entry/jaren-lockhart-case_n_5493262.html,,2014-06-14
CRIME,'Goodfellas' Trial Shows How Good Luck Cracked A Legendary Mob Robbery,Michael McLaughlin,https://www.huffingtonpost.com/entry/goodfellas-trial-vincent-asaro_us_562e5956e4b06317990e9704,"Take a look at the ""old-school Mafia guy who's going to go down fighting.""",2015-10-26
CRIME,Real Estate Tycoon Arrested Ahead Of Explosive HBO Doc Finale,,https://www.huffingtonpost.com/entry/robert-durst-arrested-murder-jinx-hbo_n_6872850.html,,2015-03-15
CRIME,42 Maximum-Security Inmates In Utah Prison Begin Hunger Strike,Ryan Grenoble,https://www.huffingtonpost.com/entry/utah-state-prison-inmates-hunger-strike_us_55bceb8fe4b06363d5a2682f,"They're demanding the release of gang leaders, among other things.",2015-08-01
CRIME,"Newborn Remains Found In Attic Of La Plata, Maryland Home",,https://www.huffingtonpost.com/entry/newborn-remains-found-in-maryland-attic_us_5ba2b46ee4b0c2784da4b79f,"The remains, which were stuffed inside a suitcase, were transported to the Chief Medical Examiner's office in Baltimore for",2012-11-23
CRIME,Elementary School Teacher Accused In Rape Of Former Student,Andres Jauregui,https://www.huffingtonpost.com/entry/darcy-smith-teacher-rape-student_n_6629876.html,,2015-02-06
CRIME,Kids Found Living Inside A Shipping Crate In An Underground Cave,,https://www.huffingtonpost.com/entry/kids-found-living-in-shipping-crate-in-an-underground-cave_us_55f4c030e4b063ecbfa4a26b,"A 4-year-old was found eating a dirty, dry cup of ramen noodles.",2015-09-13
CRIME,Esteban Santiago Charged In Fort Lauderdale Airport Attack,Mary Papenfuss,https://www.huffingtonpost.com/entry/esteban-santiago-charged-fort-lauderdale_us_58718dfbe4b099cdb0fd7791,The FBI said Santiago loaded up in an airport bathroom and came out shooting,2017-01-08
CRIME,'Speed Freak Killers' Investigation Uncovers Another Body,John Rudolf,https://www.huffingtonpost.com/entry/speed-freak-killers-inves_us_5ba2c67fe4b0c2784da61ead,"""I will be drawing up maps of both areas,"" he wrote. Padilla said he has sent a preliminary $2,000 check to Shermantine and",2012-02-25
CRIME,Charges Announced For Bay Area Cops Linked To Sex Scandal,Michael McLaughlin,https://www.huffingtonpost.com/entry/oakland-police-sex-scandal-charges_us_57d2e563e4b06a74c9f4615c,Officers allegedly gave a teen info about police operations in return for sexual favors.,2016-09-09
CRIME,Detroit Police Officer Accused Of Sexually Assaulting Woman Who Called 911,,https://www.huffingtonpost.com/entry/detroit-police-sexual-assault-deon-nunlee_us_5ba2b274e4b0c2784da483c2,A 31-year-old woman said Officer Deon Nunlee sexually assaulted her in her home while he was questioning her in October 2013,2014-03-08
CRIME,Hit Man Hired By Rabbi Set For Release Near Killing's Anniversary,Andy Campbell,https://www.huffingtonpost.com/entry/confessed-hit-man-hired-by-rabbi_n_5687451.html,,2014-08-18
CRIME,DNA Forensic Error and the Execution of Innocents,"Dov Fox, Contributor
Professor of Law and Founding Faculty Director of the Center f...",https://www.huffingtonpost.com/entry/dna-forensic-error-and-th_us_5ba2b659e4b0c2784da4dbda,Willie Manning is scheduled to die by lethal injection on Tuesday for the 1992 kidnapping and murder of two white college students. No physical evidence has ever linked Manning to the crime. And the Justice Department has just come clean that the FBI's forensic analysis implicating Manning was invalid.,2013-05-04
CRIME,A Blueprint for Local Police Reform to Improve Legitimacy,"Tara Lai Quinlan and Deborah Ramirez, Contributors",https://www.huffingtonpost.com/entry/a-blueprint-for-local-pol_b_6369706.html,"While we certainly don't have all the answers, it's time to start talking about and funding constructive ways to reform policing to quell anger by improving legitimacy and community relations.",2014-12-24
CRIME,"At Least 10 Dead, More Injured, After Tornadoes, Floods And Storms Sweep Midwestern And Southern U.S.",Kim Bellware,https://www.huffingtonpost.com/entry/deadly-texas-tornados_us_59062fe2e4b05c397680565c,The death toll is expected to rise as recovery efforts continue.,2017-04-30
CRIME,Sheriff Urges People To Carry Guns In Wake Of San Bernardino Shooting,Lydia O'Connor,https://www.huffingtonpost.com/entry/sheriff-guns-san-bernardino-shooting_us_5660c1b9e4b072e9d1c57545,"He did limit the call to ""licensed handgun owners.""",2015-12-03
CRIME,Teen Clogs Up 911 Lines In ‘Dangerous’ Twitter Stunt,Lee Moran,https://www.huffingtonpost.com/entry/twitter-prank-911_us_5812f803e4b0390e69cf568c,"Meetkumar Hiteshbhai Desai, 18, faces three felony counts of computer tampering.",2016-10-28
CRIME,Parkland School Shooter Indicted On 17 Counts Of Murder,"Reuters, Reuters",https://www.huffingtonpost.com/entry/parkland-school-shooter-indictments-murder_us_5aa04045e4b002df2c604b73,Nikolas Cruz faces a maximum sentence of either execution or life in prison.,2018-03-07
CRIME,Charges Dropped Against Man Who Killed His Wife's Would-Be Rapist,Nina Golgowski,https://www.huffingtonpost.com/entry/mamadou-diallo-charges-dropped_us_57d048bae4b0a48094a7050c,"“I think they did the right thing because he was defending me; that’s what a husband does,"" said Nenegale Diallo of her spouse.",2016-09-07
CRIME,Grand Jury Begins Hearing Evidence In Tamir Rice Killing,"MARK GILLISPIE, AP",https://www.huffingtonpost.com/entry/grand-jury-begins-hearing-evidence-in-tamir-rice-killing_us_56300049e4b00aa54a4bc3ec,The prosecutor has been a target of criticism by activists and attorneys for Tamir's family for what they perceive as delays in presenting evidence to the grand jury.,2015-10-27
CRIME,"Chris Hays, San Diego Police Officer, Accused Of Sexual Misconduct, Improper Pat Downs",,https://www.huffingtonpost.com/entry/chris-hays-san-diego-police_us_5ba2b450e4b0c2784da4b2e3,"Hays was released on $130,000 bail. Through a statement from his attorney, he has denied the allegations against him. Authorities",2014-02-16
CRIME,"Golf Teacher Admits To Molesting Kids, Trying To Have Them Killed",Ed Mazza,https://www.huffingtonpost.com/entry/andrew-michael-nisbet-molest_n_5808232.html,,2014-09-12
CRIME,Another Anti-De Blasio Banner Flies Above New York City,Carly Schwartz,https://www.huffingtonpost.com/entry/anti-de-blasio-banner_n_6402438.html,,2015-01-01
CRIME,Cops Kill Man With Asperger's After Being Asked To Check On Him,Hilary Hanson,https://www.huffingtonpost.com/entry/kayden-clarke-shot-killed-police_us_56b61661e4b04f9b57d9d07e,He had gained viral fame last year after posting a touching video of his therapy dog.,2016-02-06
CRIME,"4 Dead, 12 Critically Injured In Seattle Bus Crash",Kim Bellware,https://www.huffingtonpost.com/entry/seattle-bus-crash_us_56044741e4b0fde8b0d1b60c,Four people died and 12 others were critically injured when a charter bus and a popular sightseeing tour bus collided head,2015-09-24
CRIME,"Ex-Cop Steven Zelich Pleads Guilty To Killing Woman, Ditching Body","GRETCHEN EHLKE, Associated Press",https://www.huffingtonpost.com/entry/ex-cop-steven-zelich-pleads-guilty_us_56a6679fe4b0d8cc109adffa,"Zelich is also charged in the death of a second woman, whose body was found in a suitcase along a Wisconsin highway.",2016-01-25
CRIME,Human Remains Found In Search For Hannah Graham,Andrew Hart,https://www.huffingtonpost.com/entry/remains-found-hannah-graham_n_6008832.html,,2014-10-18
CRIME,The Killings Of Two Good Samaritans In Portland Can Only Be Called Domestic Terrorism,"Rev. Dr. Chuck Currie, ContributorDirector of the Center for Peace and Spirituality and Universi...",https://www.huffingtonpost.com/entry/domestic-terrorism-hits-portland-2-killed-in-anti_us_59297e76e4b07d848fdc040e,"As a minister in the United Church of Christ living just blocks from the incident, I am left sickened.",2017-05-27
CRIME,Tsarnaev's Friends Seek Constitutional Rights,"Martin Zabell, ContributorLongtime writer for major newspapers and businesses",https://www.huffingtonpost.com/entry/tsarnaevs-friends-seek-co_b_5424420.html,"The United States will be riveted on Dzokhar Tsarnaev when he goes on trial on Nov. 3, 2014, for allegedly murdering three people and injuring 264 on April 15, 2013, when he and his brother Tamerlan allegedly placed two bombs near the finish line of that day's Boston Marathon. Legal experts and scholars, though, might conclude that the first Boston Marathon bombing trial is more legally significant.",2014-06-10
CRIME,5-Year-Old Girl Abandoned At NYC Bus Terminal; Mother Found Dead,Ron Dicker,https://www.huffingtonpost.com/entry/5-year-old-girl-abandoned-at-nyc-bus-terminal-mother-found-dead_us_582ae063e4b0c4b63b0e5bfa,Police are searching for the child's father over the woman's death.,2016-11-15
CRIME,Veteran Reportedly Helped Guide Dozens To Safety During Orlando Shooting,Nick Visser,https://www.huffingtonpost.com/entry/imran-yousuf-orlando-shooting_us_575f823ae4b0e4fe51439426,"The former Marine said he wished he could've ""saved more.""",2016-06-14
CRIME,Father Accused Of Throwing Toddler In Pool For Drowning Puppy (VIDEO),Andy Campbell,https://www.huffingtonpost.com/entry/dad-throws-daughter-in-pool-video_n_5351088.html,,2014-05-19
CRIME,Hours Of Bodycam Footage From Orlando Pulse Nightclub Shooting Released,Sebastian Murdock,https://www.huffingtonpost.com/entry/hours-of-bodycam-footage-from-orlando-pulse-nightclub-shooting-released_us_593042b2e4b07572bdbfb36d,"""Let me see your hands now or you will die!"" an officer can be heard shouting.",2017-06-01
ENTERTAINMENT,Kate McKinnon On A Banner 'SNL' Season And Her Unlikeliest Celebrity Impression,Matthew Jacobs,https://www.huffingtonpost.com/entry/kate-mckinnon-saturday-night-live-impression_us_59a87e04e4b0b5e530fd59c6,"McKinnon's busy summer ends with the new animated movie ""Leap!""",2017-09-01
ENTERTAINMENT,Tom Hanks Brags How ‘Smokin’ Hot’ Rita Wilson Is After 29 Years Of Marriage,Elyse Wanshel,https://www.huffingtonpost.com/entry/tom-hanks-rita-wilson-smokin-hot_us_5a848406e4b0058d55656141,His description of when he finds his wife the sexiest is so romantic. 💕,2018-02-14
ENTERTAINMENT,"Dwayne 'The Rock' Johnson Saves Puppy From Drowning, Melts Our Hearts In The Process",Julia Brucculieri,https://www.huffingtonpost.com/entry/dwayne-the-rock-johnson-saves-puppy-from-drowning_us_55eee84de4b002d5c0768ee7,Our hero.,2015-09-08
ENTERTAINMENT,"'Celebrate' Video: Lil Wayne, Mack Maine & More Get Happy",,https://www.huffingtonpost.com/entry/celebrate-video-lil-wayne-mack-maine_us_5bb41ceee4b066f8d254e973,"TMZ reported Friday night that Wayne, 30, was being ""given his last rites."" That led a flurry of those close to Wayne -- including",2013-03-17
